./P_39/1492629177607_5_-study-fitts_law_frames/1491424517171.png,1491424517171,0.04000292718410492,0.3576226830482483,0.11413925886154175,0.3777443468570709,0.4083333333333333,0.5344444444444445,266.27,170.84,259.08,206.83,261.26,239.59,268.14,272.94,283.41,300.15,306.47,317.62,331.68,329.31,360.02,335.56,392.32,333.63,425.10,325.63,453.17,310.24,472.80,283.62,483.22,250.28,488.35,218.01,485.58,181.78,445.70,170.30,427.94,164.48,404.52,162.78,386.60,164.32,294.91,157.36,309.40,155.12,330.65,156.60,347.37,160.81,306.12,167.26,323.83,160.26,342.89,167.69,323.75,170.11,323.10,164.08,430.37,176.48,410.59,167.05,392.36,172.12,410.34,176.88,411.04,170.92,366.89,162.27,342.82,192.72,334.04,208.03,341.00,218.74,362.58,222.07,386.59,222.24,395.90,211.84,387.61,195.61,364.34,184.05,349.19,213.50,377.23,215.09,320.27,256.04,333.82,245.46,349.98,242.94,360.79,246.64,372.63,244.42,389.83,249.54,405.52,261.95,392.93,271.11,377.49,274.78,359.40,273.76,342.22,272.08,329.82,266.56,339.17,260.79,360.32,262.56,382.53,263.94,383.17,253.30,361.05,251.73,339.76,250.15,361.92,204.24,313.68,162.03,335.13,162.26,333.73,169.25,314.68,168.95,421.47,170.16,399.60,167.63,400.61,174.69,420.25,177.18,
./P_39/1492629177607_5_-study-fitts_law_frames/1491424517355.png,1491424517355,0.003955001011490822,0.14444994926452637,0.07529349625110626,0.07183803617954254,0.2152777777777778,0.30777777777777776,259.74,170.57,254.95,207.95,258.39,239.89,263.71,271.56,276.43,298.10,297.70,316.54,322.34,330.55,352.97,338.45,386.83,337.49,420.80,329.96,450.40,313.61,471.41,284.74,482.45,247.60,487.68,213.84,485.07,177.64,442.20,167.38,422.68,165.43,399.94,165.80,382.29,167.56,286.51,159.71,302.10,157.85,325.14,160.13,342.39,164.12,298.22,167.34,316.98,161.17,336.94,167.47,317.13,170.15,317.29,164.17,431.24,175.87,410.84,167.54,391.61,171.92,411.22,176.62,412.41,170.65,363.01,162.96,338.60,194.51,329.67,210.34,336.96,221.74,360.05,225.44,385.29,225.17,394.72,214.44,386.12,197.04,360.87,185.88,345.09,215.82,376.60,217.39,316.14,260.71,330.40,250.92,346.62,248.34,357.48,252.04,369.41,249.88,385.65,254.97,400.50,266.94,387.24,272.96,372.32,274.27,355.40,272.77,338.62,271.65,325.94,268.16,335.50,260.88,355.99,261.96,377.30,264.01,378.49,258.90,357.13,258.00,336.30,256.13,359.55,207.65,306.34,162.60,328.80,162.61,327.44,169.17,307.41,168.90,422.32,170.16,399.36,168.05,400.83,174.23,421.09,176.63,
./P_39/1492629177607_5_-study-fitts_law_frames/1491424517630.png,1491424517630,0.45438337326049805,0.23168602585792542,0.45111238956451416,0.2705543041229248,0.4222222222222222,0.37444444444444447,252.38,164.34,249.47,199.80,252.30,232.66,256.68,267.91,268.41,296.80,288.38,317.41,312.90,333.15,344.66,341.64,380.82,338.93,414.58,328.55,443.70,311.10,463.59,282.46,473.13,245.60,479.29,212.32,478.67,176.01,441.46,172.10,421.33,168.07,394.59,168.68,375.03,171.56,272.95,163.43,289.28,160.91,314.55,164.22,332.98,169.23,287.80,170.04,307.52,164.05,328.10,170.50,307.30,173.95,308.17,167.09,428.08,177.99,407.24,169.61,386.41,174.08,406.91,179.71,408.49,172.81,353.96,166.53,327.81,197.88,319.05,214.05,326.37,225.69,347.61,229.43,373.85,228.93,383.37,217.84,375.03,200.61,349.65,190.21,332.41,219.89,364.88,221.17,312.53,265.60,324.30,255.86,337.99,252.91,347.81,256.51,358.45,254.27,374.59,259.14,390.06,270.93,378.38,277.42,364.24,279.46,347.39,278.43,332.01,277.17,321.10,273.35,330.39,264.68,348.18,266.07,368.28,267.34,368.33,264.06,347.83,263.12,329.75,261.47,346.25,212.89,296.24,165.36,319.84,165.60,318.30,172.49,297.08,172.43,419.06,172.19,394.82,169.94,395.99,177.02,417.60,179.35,
./P_39/1492629177607_5_-study-fitts_law_frames/1491424517904.png,1491424517904,0.2864443063735962,0.2244453728199005,0.3454793095588684,0.48566389083862305,0.3902777777777778,0.2633333333333333,251.41,164.01,248.92,196.51,250.76,227.78,253.70,262.94,264.87,292.93,284.05,315.27,307.38,332.77,339.13,341.06,373.75,336.92,403.16,323.40,427.71,304.42,444.47,276.42,452.28,241.29,457.92,209.90,459.16,175.75,434.53,177.66,416.76,170.58,389.48,169.92,369.50,172.41,266.16,167.70,281.88,163.27,307.73,165.63,326.85,170.24,281.61,171.40,300.84,165.00,321.11,171.73,300.80,174.77,301.17,168.33,417.78,178.93,397.81,170.31,377.46,175.00,397.37,180.31,398.11,173.75,348.01,168.91,322.84,199.20,314.86,214.79,321.59,226.29,343.26,230.09,367.24,229.14,375.93,218.24,368.78,201.82,345.30,192.07,327.57,220.19,360.10,221.63,306.52,266.71,317.73,256.80,331.42,253.93,341.25,257.10,351.68,255.03,366.07,259.62,378.86,270.82,368.84,276.76,356.21,278.75,340.06,278.13,324.73,276.98,313.95,273.61,323.12,265.47,340.87,266.94,359.64,267.49,360.31,263.99,341.17,263.42,323.10,261.71,342.79,214.85,289.78,166.45,313.00,166.62,311.54,173.41,290.68,173.43,409.26,172.97,385.65,170.72,386.68,177.72,407.86,180.09,
./P_39/1492629177607_5_-study-fitts_law_frames/1491424517996.png,1491424517996,0.16021713614463806,0.42086440324783325,0.24434177577495575,0.5056929588317871,0.32708333333333334,0.32666666666666666,251.53,165.07,248.70,197.29,250.65,227.84,253.50,261.83,264.48,291.32,283.51,313.69,306.57,331.59,337.88,339.93,371.22,336.02,399.65,322.86,423.72,303.92,440.67,275.93,448.88,240.32,454.17,208.93,454.97,175.31,431.14,177.85,413.82,170.91,387.29,169.98,367.77,172.24,266.98,168.72,281.93,164.27,307.16,166.00,325.96,170.09,281.65,171.65,300.14,165.23,320.04,171.70,300.27,174.72,300.18,168.44,413.83,178.38,394.14,170.03,374.71,174.74,393.92,179.70,394.33,173.36,346.94,169.02,322.96,199.44,315.21,214.81,321.88,226.24,343.65,229.98,366.57,228.78,375.02,218.04,368.02,201.68,345.11,192.22,328.06,220.31,359.95,221.58,306.19,266.41,317.47,256.76,331.12,253.99,340.83,257.07,351.17,254.92,364.82,259.32,376.72,270.07,366.97,276.03,354.79,278.11,339.24,277.59,324.06,276.52,313.33,273.13,322.41,265.31,339.99,266.75,358.16,267.10,359.14,263.40,340.67,263.08,322.75,261.47,343.37,215.02,289.51,166.72,312.01,166.71,310.67,173.39,290.43,173.45,405.39,172.59,382.44,170.55,383.55,177.24,404.11,179.49,
./P_39/1492629177607_5_-study-fitts_law_frames/1491424518092.png,1491424518092,0.15254363417625427,0.4145720303058624,0.20261746644973755,0.5198899507522583,0.36527777777777776,0.6266666666666667,251.08,166.10,247.94,198.39,250.08,228.41,253.15,261.39,264.12,290.30,283.23,312.58,306.43,330.82,337.50,339.31,369.82,335.66,397.72,322.97,421.71,304.14,439.02,276.09,447.72,239.88,452.68,208.34,452.67,175.02,427.62,177.00,410.58,170.76,384.90,169.81,365.95,171.91,268.16,169.14,282.65,164.74,307.56,166.07,325.97,169.79,282.37,171.83,300.37,165.39,319.69,171.73,300.53,174.94,300.27,168.60,411.00,178.02,391.73,169.86,373.03,174.62,391.64,179.56,392.04,173.19,346.34,168.73,323.57,199.72,315.61,215.05,322.39,226.46,344.16,230.00,366.40,228.79,374.79,218.13,367.57,201.64,345.15,192.21,328.84,220.60,360.07,221.78,306.68,266.37,318.21,257.18,331.68,254.43,341.12,257.49,351.18,255.25,364.18,259.54,375.55,269.85,366.08,276.08,354.27,278.48,339.30,278.04,324.30,276.94,313.66,273.27,322.79,265.62,339.96,267.10,357.44,267.32,358.55,263.61,340.85,263.44,323.32,261.96,344.08,215.08,290.06,166.89,311.93,166.79,310.63,173.58,290.92,173.63,402.74,172.34,380.42,170.47,381.56,177.08,401.53,179.24,
./P_39/1492629177607_5_-study-fitts_law_frames/1491424518278.png,1491424518278,0.14504387974739075,0.44218188524246216,0.1757020801305771,0.4441274404525757,0.07847222222222222,0.36,251.55,167.87,247.93,200.56,250.10,230.42,253.65,262.55,264.85,290.86,284.10,312.94,307.60,331.15,338.31,339.50,369.55,336.30,396.86,323.98,420.64,305.01,438.03,276.74,446.86,240.32,451.32,208.69,449.89,175.64,422.95,175.37,406.40,170.46,382.37,169.54,364.38,171.24,270.66,169.08,285.14,164.73,309.53,165.76,327.32,169.05,284.97,171.75,302.74,165.18,321.11,171.75,302.70,174.97,302.63,168.60,408.70,177.89,390.34,169.65,372.11,174.59,390.22,179.54,390.98,173.19,346.54,168.21,324.88,200.23,316.81,215.52,323.65,226.75,344.93,229.84,366.48,228.97,374.71,218.52,367.58,201.98,345.70,191.88,330.34,220.68,360.42,221.92,308.20,266.44,319.81,257.23,333.17,254.20,342.55,257.30,352.43,255.10,365.10,259.61,375.79,270.19,366.66,276.18,355.23,278.58,340.79,278.02,326.02,276.91,315.41,273.21,324.39,265.68,341.30,267.20,358.32,267.59,359.31,263.55,342.15,263.27,324.86,261.96,345.18,214.71,292.60,166.68,313.87,166.67,312.47,173.66,293.31,173.62,400.94,172.15,379.36,170.32,380.45,177.08,399.70,179.16,
./P_39/1492629177607_5_-study-fitts_law_frames/1491424518371.png,1491424518371,0.17246907949447632,0.44518333673477173,0.18235372006893158,0.34848883748054504,0.18125,0.43222222222222223,251.97,168.88,248.30,201.77,250.46,231.67,254.23,263.91,265.66,291.98,284.98,313.63,308.52,331.27,339.12,339.34,370.25,336.07,397.11,323.69,420.53,304.85,437.49,276.88,446.00,241.12,450.43,209.86,448.92,176.76,422.47,175.46,406.21,170.41,382.33,169.23,364.44,170.68,271.85,169.18,286.49,164.72,310.74,165.53,328.44,168.59,285.97,171.82,303.78,165.08,321.90,171.79,303.61,175.03,303.57,168.64,408.74,177.89,390.64,169.49,372.45,174.53,390.42,179.49,391.24,173.13,347.05,167.76,325.31,200.26,317.04,215.69,323.95,226.88,345.15,229.69,366.76,229.07,374.96,218.62,367.74,202.03,346.09,191.50,330.65,220.48,360.64,221.75,308.92,266.63,320.58,257.46,333.83,254.35,343.28,257.45,353.18,255.27,365.95,259.81,376.81,270.35,367.74,275.91,356.29,278.04,341.84,277.40,327.16,276.38,316.45,272.98,325.41,265.38,342.32,266.75,359.40,267.30,360.13,263.80,342.92,263.50,325.68,262.20,345.46,214.37,293.61,166.64,314.80,166.64,313.36,173.68,294.27,173.70,401.12,172.04,379.69,170.16,380.73,177.04,399.86,179.11,
./P_39/1492629177607_5_-study-fitts_law_frames/1491424518554.png,1491424518554,0.14439243078231812,0.277016282081604,0.19282394647598267,0.321532279253006,0.2,0.43444444444444447,252.21,170.97,248.67,204.21,250.76,234.21,254.89,266.87,266.86,294.63,286.63,315.50,310.70,331.90,341.61,339.56,373.01,335.78,399.43,323.08,421.96,304.37,437.68,277.01,445.43,242.75,449.86,212.25,448.53,179.00,422.49,175.51,407.03,170.68,383.74,169.23,366.27,170.36,273.89,169.47,289.09,164.94,313.30,165.50,330.78,168.35,288.36,171.89,306.44,164.81,323.96,171.94,306.07,175.13,306.19,168.60,409.97,178.07,392.56,169.27,374.32,174.64,392.15,179.65,393.29,173.14,348.97,167.58,327.15,200.06,318.41,215.75,325.46,226.95,346.60,229.38,368.13,229.10,376.35,218.61,368.95,201.96,347.95,191.17,332.27,220.03,362.10,221.47,310.42,267.09,322.34,257.88,335.68,254.67,345.16,257.80,354.93,255.66,367.74,260.23,378.62,270.82,369.86,276.29,358.45,278.39,343.94,277.73,329.25,276.77,318.24,273.46,327.34,266.02,344.35,267.32,361.38,267.93,361.90,264.18,344.79,263.76,327.52,262.46,347.23,213.83,296.13,166.46,317.29,166.61,315.69,173.74,296.77,173.80,402.77,171.94,381.61,170.04,382.60,177.18,401.41,179.23,
./P_39/1492629177607_5_-study-fitts_law_frames/1491424518648.png,1491424518648,0.1654796600341797,0.26354920864105225,0.18968579173088074,0.28491640090942383,0.16180555555555556,0.4222222222222222,252.80,171.46,249.35,204.82,251.63,234.82,255.98,267.40,268.14,295.05,288.06,315.68,312.24,331.58,343.02,339.01,374.19,335.23,400.50,322.78,422.86,304.33,438.52,277.27,446.41,243.40,451.10,212.96,449.91,179.43,423.53,174.60,408.05,170.19,385.17,169.04,367.89,170.34,275.21,168.94,290.69,164.70,314.68,165.46,332.07,168.42,289.60,171.50,307.81,164.42,325.32,171.60,307.43,174.66,307.63,168.17,411.43,177.53,394.10,168.77,375.75,174.22,393.74,179.12,394.91,172.60,350.40,167.31,328.50,199.84,319.92,215.50,326.97,226.64,348.07,228.99,369.39,228.74,377.58,218.32,370.37,201.73,349.46,190.79,333.78,219.62,363.48,221.06,311.62,267.17,323.33,257.38,336.86,253.97,346.42,257.10,356.21,254.94,368.99,259.69,379.43,270.77,370.65,276.19,359.39,278.27,345.05,277.61,330.47,276.75,319.44,273.50,328.44,265.97,345.45,267.18,362.35,267.79,363.03,263.58,346.00,263.07,328.67,261.89,348.80,213.37,297.43,166.07,318.69,166.23,317.03,173.31,298.09,173.38,404.31,171.42,383.10,169.57,384.15,176.70,402.94,178.71,
